sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,6/16/2017,9/17/2017,4577
Darcel Schlecht,MG Advanced,Isdom,Won,6/16/2017,6/24/2017,3323
Donn Cantrell,MG Advanced,Betasoloin,Lost,6/16/2017,8/31/2017,0
Donn Cantrell,GTX Basic,Ontomedia,Won,6/16/2017,9/17/2017,483
Garret Kinder,GTX Basic,Initech,Lost,6/16/2017,8/22/2017,0
Garret Kinder,GTXPro,Vehement Capital Partners,Won,6/16/2017,9/18/2017,5206
Gladys Colclough,MG Advanced,Finhigh,Won,6/16/2017,9/4/2017,3621
Kami Bicknell,GTXPro,Faxquote,Won,6/16/2017,6/25/2017,4756
Lajuana Vencill,GTX Plus Basic,Isdom,Lost,6/16/2017,8/29/2017,0
Lajuana Vencill,MG Advanced,Stanredtax,Won,6/16/2017,6/24/2017,3228
Niesha Huffines,GTX Plus Basic,Bioholding,Won,6/16/2017,9/17/2017,1063
Reed Clapper,GTX Plus Basic,Yearin,Lost,6/16/2017,8/19/2017,0
Zane Levy,MG Advanced,Newex,Won,6/16/2017,6/27/2017,4234
Cassey Cress,GTX Plus Basic,Plussunin,Won,6/17/2017,9/16/2017,1198
Corliss Cosme,GTXPro,Sumace,Won,6/17/2017,9/9/2017,4960
Darcel Schlecht,GTX Basic,Betatech,Won,6/17/2017,8/22/2017,576
Darcel Schlecht,GTX Plus Pro,Globex Corporation,Won,6/17/2017,8/25/2017,5614
Darcel Schlecht,MG Advanced,Streethex,Won,6/17/2017,8/30/2017,3422
James Ascencio,GTX Plus Pro,Finjob,Won,6/17/2017,6/24/2017,5306
Kary Hendrixson,GTXPro,Golddex,Lost,6/17/2017,9/6/2017,0
Lajuana Vencill,MG Special,Inity,Won,6/17/2017,9/19/2017,60
Markita Hansen,GTK 500,Konex,Lost,6/17/2017,8/15/2017,0
Moses Frase,GTX Plus Pro,Bioholding,Won,6/17/2017,8/16/2017,5018
Vicki Laflamme,MG Advanced,Groovestreet,Won,6/17/2017,9/17/2017,3295
Anna Snelling,MG Special,Rundofase,Won,6/18/2017,8/29/2017,61
Boris Faz,GTX Plus Pro,Mathtouch,Lost,6/18/2017,7/1/2017,0
Cassey Cress,MG Special,Zathunicon,Won,6/18/2017,9/23/2017,59
Daniell Hammack,GTXPro,Mathtouch,Won,6/18/2017,6/26/2017,3720
Darcel Schlecht,MG Advanced,Isdom,Lost,6/18/2017,8/15/2017,0
Darcel Schlecht,GTXPro,Funholding,Won,6/18/2017,8/16/2017,5088
Elease Gluck,GTX Plus Pro,Scotfind,Won,6/18/2017,6/28/2017,6666
Gladys Colclough,GTX Plus Basic,Ron-tech,Lost,6/18/2017,8/2/2017,0
Gladys Colclough,GTXPro,Isdom,Won,6/18/2017,6/23/2017,5115
Jonathan Berthelot,GTX Basic,Stanredtax,Lost,6/18/2017,8/21/2017,0
Jonathan Berthelot,GTX Plus Basic,Isdom,Won,6/18/2017,7/1/2017,1149
Jonathan Berthelot,GTXPro,Bioholding,Won,6/18/2017,9/15/2017,5220
Jonathan Berthelot,MG Special,Stanredtax,Won,6/18/2017,6/22/2017,60
Kami Bicknell,GTX Basic,Lexiqvolax,Won,6/18/2017,6/22/2017,551
Markita Hansen,GTX Basic,Cheers,Won,6/18/2017,9/28/2017,505
Marty Freudenburg,GTX Basic,Warephase,Lost,6/18/2017,9/3/2017,0
Marty Freudenburg,GTX Plus Pro,Globex Corporation,Won,6/18/2017,8/21/2017,5472
Niesha Huffines,GTXPro,Genco Pura Olive Oil Company,Lost,6/18/2017,6/21/2017,0
Vicki Laflamme,GTX Basic,Fasehatice,Lost,6/18/2017,8/29/2017,0
Anna Snelling,GTX Basic,Funholding,Lost,6/19/2017,8/28/2017,0
Anna Snelling,GTX Plus Pro,Hottechi,Won,6/19/2017,8/24/2017,5271
Boris Faz,MG Special,Bioplex,Won,6/19/2017,8/23/2017,49
Cassey Cress,MG Advanced,Opentech,Lost,6/19/2017,6/30/2017,0
Corliss Cosme,GTX Plus Basic,Initech,Won,6/19/2017,9/21/2017,1236
Daniell Hammack,GTXPro,Zencorporation,Won,6/19/2017,6/21/2017,5388
Darcel Schlecht,GTXPro,Conecom,Lost,6/19/2017,8/27/2017,0
Darcel Schlecht,GTXPro,Funholding,Won,6/19/2017,9/26/2017,5449
Darcel Schlecht,GTXPro,Funholding,Won,6/19/2017,6/25/2017,5030
Darcel Schlecht,GTXPro,Hottechi,Won,6/19/2017,8/22/2017,5195
Hayden Neloms,MG Special,Condax,Won,6/19/2017,6/25/2017,55
Hayden Neloms,MG Special,Fasehatice,Won,6/19/2017,9/29/2017,62
James Ascencio,GTX Basic,Sunnamplex,Won,6/19/2017,8/19/2017,459
Kami Bicknell,GTX Basic,Y-corporation,Lost,6/19/2017,8/25/2017,0
Kami Bicknell,GTX Plus Basic,Y-corporation,Won,6/19/2017,8/7/2017,1097
Kami Bicknell,GTX Plus Pro,Plexzap,Won,6/19/2017,9/29/2017,5033
Kary Hendrixson,GTXPro,Blackzim,Won,6/19/2017,9/22/2017,4966
Kary Hendrixson,MG Special,Finjob,Won,6/19/2017,6/24/2017,52
Markita Hansen,MG Special,Doncon,Won,6/19/2017,6/27/2017,54
Maureen Marcano,GTX Plus Pro,Sonron,Won,6/19/2017,9/12/2017,5816
Maureen Marcano,MG Special,Condax,Won,6/19/2017,9/3/2017,53
Maureen Marcano,MG Advanced,Plexzap,Won,6/19/2017,8/15/2017,3994
Moses Frase,GTX Plus Pro,Warephase,Lost,6/19/2017,6/28/2017,0
Moses Frase,MG Special,Statholdings,Won,6/19/2017,9/4/2017,57
Reed Clapper,MG Special,Condax,Lost,6/19/2017,7/2/2017,0
Rosalina Dieter,MG Advanced,Scotfind,Won,6/19/2017,8/5/2017,3752
Rosie Papadopoulos,GTXPro,Condax,Won,6/19/2017,9/21/2017,4759
Versie Hillebrand,GTX Basic,Statholdings,Won,6/19/2017,8/24/2017,555
Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,6/19/2017,6/24/2017,0
Zane Levy,GTX Plus Basic,Konex,Won,6/19/2017,9/20/2017,1213
Zane Levy,GTXPro,Sonron,Won,6/19/2017,9/8/2017,4428
Boris Faz,GTX Plus Pro,Xx-zobam,Lost,6/20/2017,7/2/2017,0
Cassey Cress,GTXPro,Konex,Lost,6/20/2017,8/8/2017,0
Cecily Lampkin,GTX Plus Pro,Streethex,Lost,6/20/2017,6/27/2017,0
Corliss Cosme,GTX Basic,Xx-zobam,Lost,6/20/2017,9/21/2017,0
Daniell Hammack,GTXPro,Iselectrics,Lost,6/20/2017,6/25/2017,0
Daniell Hammack,MG Special,Kan-code,Won,6/20/2017,8/25/2017,62
Darcel Schlecht,GTXPro,Bioholding,Lost,6/20/2017,9/11/2017,0
Donn Cantrell,MG Advanced,Silis,Won,6/20/2017,8/9/2017,3546
Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,6/20/2017,8/20/2017,1132
Kami Bicknell,GTX Basic,Cheers,Lost,6/20/2017,8/13/2017,0
Maureen Marcano,MG Special,Condax,Won,6/20/2017,8/19/2017,57
Maureen Marcano,MG Special,Fasehatice,Won,6/20/2017,6/23/2017,61
Maureen Marcano,MG Special,Plusstrip,Won,6/20/2017,7/1/2017,57
Reed Clapper,GTX Basic,Massive Dynamic,Won,6/20/2017,9/14/2017,649
Rosie Papadopoulos,GTXPro,Donware,Lost,6/20/2017,8/15/2017,0
Versie Hillebrand,GTX Plus Pro,Finhigh,Won,6/20/2017,7/1/2017,4813
Vicki Laflamme,MG Special,Doncon,Lost,6/20/2017,6/23/2017,0
Vicki Laflamme,MG Special,Blackzim,Won,6/20/2017,7/1/2017,51
Vicki Laflamme,MG Advanced,Goodsilron,Won,6/20/2017,9/13/2017,3241
Violet Mclelland,MG Special,Initech,Lost,6/20/2017,8/4/2017,0
Violet Mclelland,GTX Basic,Sumace,Won,6/20/2017,9/12/2017,592
Wilburn Farren,GTX Basic,Zotware,Won,6/20/2017,9/20/2017,506
Zane Levy,GTX Basic,Labdrill,Lost,6/20/2017,9/25/2017,0
Anna Snelling,MG Advanced,Codehow,Won,6/21/2017,9/6/2017,3571
Cassey Cress,GTX Basic,The New York Inquirer,Lost,6/21/2017,8/30/2017,0
Cassey Cress,MG Special,Iselectrics,Won,6/21/2017,7/3/2017,60
Cassey Cress,MG Special,Konex,Won,6/21/2017,9/15/2017,59
Corliss Cosme,GTX Basic,Silis,Won,6/21/2017,6/25/2017,551
Darcel Schlecht,GTXPro,Funholding,Lost,6/21/2017,7/1/2017,0
Darcel Schlecht,GTXPro,Isdom,Lost,6/21/2017,7/2/2017,0
Darcel Schlecht,GTXPro,Isdom,Won,6/21/2017,7/1/2017,4826
Elease Gluck,MG Special,Green-Plus,Won,6/21/2017,9/30/2017,58
Garret Kinder,GTXPro,Gekko & Co,Won,6/21/2017,6/26/2017,5622
Gladys Colclough,MG Special,Hottechi,Lost,6/21/2017,7/2/2017,0
Gladys Colclough,MG Advanced,Dontechi,Won,6/21/2017,8/27/2017,3177
Kami Bicknell,MG Special,Fasehatice,Won,6/21/2017,8/11/2017,56
Maureen Marcano,GTX Plus Basic,Kan-code,Won,6/21/2017,9/22/2017,990
Niesha Huffines,GTX Basic,Warephase,Won,6/21/2017,9/30/2017,587
Rosie Papadopoulos,GTX Plus Pro,Bioplex,Won,6/21/2017,6/27/2017,6229
Versie Hillebrand,MG Special,Warephase,Lost,6/21/2017,8/2/2017,0
Vicki Laflamme,GTX Plus Basic,Xx-holding,Won,6/21/2017,9/23/2017,1027
Vicki Laflamme,MG Advanced,Scotfind,Won,6/21/2017,6/23/2017,3559
Zane Levy,GTX Basic,Green-Plus,Won,6/21/2017,8/28/2017,506
Anna Snelling,MG Special,Gogozoom,Lost,6/22/2017,7/3/2017,0
Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Lost,6/22/2017,8/11/2017,0
Anna Snelling,GTX Plus Pro,Stanredtax,Won,6/22/2017,9/12/2017,6250
Cecily Lampkin,MG Advanced,Hottechi,Won,6/22/2017,9/12/2017,3510
Daniell Hammack,GTX Plus Basic,Umbrella Corporation,Won,6/22/2017,9/11/2017,1078
Donn Cantrell,GTX Basic,Massive Dynamic,Won,6/22/2017,7/2/2017,553
Jonathan Berthelot,GTX Basic,Toughzap,Won,6/22/2017,8/27/2017,612
Jonathan Berthelot,GTX Plus Basic,Funholding,Won,6/22/2017,6/26/2017,1033
Jonathan Berthelot,GTX Plus Basic,Inity,Won,6/22/2017,9/13/2017,1051
Kary Hendrixson,GTX Basic,Y-corporation,Won,6/22/2017,9/22/2017,628
Markita Hansen,GTX Plus Pro,Green-Plus,Won,6/22/2017,9/4/2017,4916
Marty Freudenburg,MG Advanced,Stanredtax,Won,6/22/2017,9/28/2017,3590
Moses Frase,MG Advanced,Domzoom,Won,6/22/2017,8/16/2017,3207
Moses Frase,MG Advanced,Zumgoity,Won,6/22/2017,9/21/2017,2739
Niesha Huffines,GTX Basic,Gogozoom,Won,6/22/2017,7/3/2017,557
Reed Clapper,GTXPro,Yearin,Won,6/22/2017,6/30/2017,5302
Versie Hillebrand,MG Special,Domzoom,Lost,6/22/2017,8/26/2017,0
Versie Hillebrand,MG Advanced,Zumgoity,Won,6/22/2017,7/1/2017,3465
Zane Levy,GTXPro,Zoomit,Won,6/22/2017,9/6/2017,4356
Boris Faz,GTXPro,Gekko & Co,Won,6/23/2017,9/21/2017,5301
Cecily Lampkin,MG Advanced,Rangreen,Lost,6/23/2017,7/4/2017,0
Cecily Lampkin,MG Special,Treequote,Won,6/23/2017,7/5/2017,66
Corliss Cosme,GTX Basic,Vehement Capital Partners,Lost,6/23/2017,7/3/2017,0
Corliss Cosme,GTXPro,Acme Corporation,Lost,6/23/2017,7/1/2017,0
Corliss Cosme,GTX Plus Pro,Iselectrics,Won,6/23/2017,7/1/2017,5640
Daniell Hammack,MG Advanced,Kinnamplus,Lost,6/23/2017,8/30/2017,0
Daniell Hammack,GTX Plus Basic,Kan-code,Won,6/23/2017,9/28/2017,1291
Daniell Hammack,GTXPro,Mathtouch,Won,6/23/2017,9/27/2017,3729
Darcel Schlecht,GTXPro,Treequote,Lost,6/23/2017,8/23/2017,0
Gladys Colclough,MG Special,Conecom,Won,6/23/2017,7/3/2017,49
Hayden Neloms,MG Advanced,Singletechno,Lost,6/23/2017,7/3/2017,0
Hayden Neloms,GTX Plus Basic,Plusstrip,Won,6/23/2017,9/12/2017,1099
Kary Hendrixson,GTXPro,Labdrill,Lost,6/23/2017,7/4/2017,0
Lajuana Vencill,MG Advanced,Condax,Lost,6/23/2017,7/3/2017,0
Marty Freudenburg,MG Advanced,Konmatfix,Lost,6/23/2017,9/22/2017,0
Niesha Huffines,GTX Plus Basic,Condax,Won,6/23/2017,7/2/2017,932
Reed Clapper,GTX Basic,Silis,Lost,6/23/2017,7/1/2017,0
Reed Clapper,GTX Plus Basic,Donquadtech,Won,6/23/2017,7/4/2017,880
Reed Clapper,GTXPro,Ganjaflex,Won,6/23/2017,9/18/2017,4801
Rosie Papadopoulos,MG Special,Konex,Won,6/23/2017,7/1/2017,59
Versie Hillebrand,MG Special,Finhigh,Lost,6/23/2017,7/5/2017,0
Versie Hillebrand,MG Special,Ron-tech,Won,6/23/2017,9/29/2017,52
Versie Hillebrand,MG Advanced,Stanredtax,Won,6/23/2017,9/21/2017,2949
Vicki Laflamme,GTXPro,Doncon,Lost,6/23/2017,7/6/2017,0
Violet Mclelland,MG Special,Konex,Won,6/23/2017,8/15/2017,50
Violet Mclelland,MG Advanced,Plussunin,Won,6/23/2017,6/30/2017,3863
Zane Levy,GTX Basic,Golddex,Lost,6/23/2017,7/4/2017,0
Anna Snelling,MG Special,Stanredtax,Won,6/24/2017,7/2/2017,64
Corliss Cosme,GTX Plus Basic,Umbrella Corporation,Lost,6/24/2017,7/3/2017,0
Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,6/24/2017,8/22/2017,5038
Corliss Cosme,GTXPro,Zotware,Won,6/24/2017,7/2/2017,5088
Gladys Colclough,MG Special,Statholdings,Won,6/24/2017,8/14/2017,48
Hayden Neloms,GTX Plus Basic,Dalttechnology,Lost,6/24/2017,7/4/2017,0
Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,6/24/2017,9/8/2017,0
Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,6/24/2017,9/30/2017,5056
Markita Hansen,MG Special,Blackzim,Won,6/24/2017,7/2/2017,59
Maureen Marcano,GTX Plus Basic,Cheers,Lost,6/24/2017,8/20/2017,0
Maureen Marcano,GTX Basic,Faxquote,Won,6/24/2017,8/21/2017,562
Moses Frase,MG Special,Codehow,Won,6/24/2017,9/10/2017,63
Moses Frase,MG Advanced,Betatech,Won,6/24/2017,7/5/2017,3355
Violet Mclelland,MG Advanced,Bluth Company,Lost,6/24/2017,7/5/2017,0
Violet Mclelland,MG Special,Massive Dynamic,Won,6/24/2017,9/17/2017,55
Zane Levy,GTX Plus Pro,Newex,Won,6/24/2017,9/23/2017,4059
Cassey Cress,MG Advanced,Bubba Gump,Lost,6/25/2017,7/4/2017,0
Cecily Lampkin,GTX Plus Basic,Codehow,Won,6/25/2017,8/9/2017,1128
Darcel Schlecht,GTX Plus Basic,Conecom,Lost,6/25/2017,7/1/2017,0
Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,6/25/2017,7/8/2017,5536
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,6/25/2017,9/3/2017,4964
Darcel Schlecht,MG Special,Domzoom,Won,6/25/2017,7/3/2017,54
Darcel Schlecht,MG Special,Ron-tech,Won,6/25/2017,8/2/2017,56
Donn Cantrell,GTX Plus Pro,Vehement Capital Partners,Lost,6/25/2017,7/2/2017,0
Donn Cantrell,GTXPro,Gekko & Co,Lost,6/25/2017,8/19/2017,0
Donn Cantrell,MG Advanced,Zotware,Won,6/25/2017,7/5/2017,3423
Elease Gluck,MG Special,J-Texon,Lost,6/25/2017,9/13/2017,0
Garret Kinder,MG Advanced,Umbrella Corporation,Lost,6/25/2017,7/7/2017,0
Gladys Colclough,GTX Plus Pro,Cancity,Lost,6/25/2017,7/3/2017,0
Gladys Colclough,GTX Plus Basic,Rangreen,Won,6/25/2017,9/14/2017,1102
Kami Bicknell,GTX Basic,Goodsilron,Won,6/25/2017,9/22/2017,519
Kary Hendrixson,GTX Plus Pro,Hatfan,Lost,6/25/2017,7/2/2017,0
Kary Hendrixson,MG Special,Hatfan,Lost,6/25/2017,8/27/2017,0
Lajuana Vencill,GTX Plus Basic,Isdom,Lost,6/25/2017,8/27/2017,0
Lajuana Vencill,MG Advanced,Bioholding,Lost,6/25/2017,7/4/2017,0
Lajuana Vencill,GTX Plus Pro,Isdom,Won,6/25/2017,7/3/2017,5536
Marty Freudenburg,GTX Plus Pro,Betatech,Lost,6/25/2017,8/14/2017,0
Marty Freudenburg,GTX Plus Basic,Warephase,Won,6/25/2017,7/2/2017,839
Maureen Marcano,GTX Basic,Dalttechnology,Won,6/25/2017,9/6/2017,500
Moses Frase,MG Advanced,Rangreen,Won,6/25/2017,9/24/2017,3679
Niesha Huffines,GTX Plus Basic,Treequote,Lost,6/25/2017,7/5/2017,0
Reed Clapper,GTXPro,Plussunin,Lost,6/25/2017,7/4/2017,0
Versie Hillebrand,MG Special,Codehow,Lost,6/25/2017,8/7/2017,0
Vicki Laflamme,GTX Basic,Scotfind,Lost,6/25/2017,7/4/2017,0
Vicki Laflamme,GTX Plus Pro,Blackzim,Lost,6/25/2017,7/2/2017,0
Vicki Laflamme,MG Advanced,Goodsilron,Won,6/25/2017,6/30/2017,3815
Vicki Laflamme,MG Advanced,Sunnamplex,Won,6/25/2017,6/27/2017,2753
Violet Mclelland,MG Special,Xx-zobam,Won,6/25/2017,7/2/2017,60
Zane Levy,GTX Basic,Kan-code,Lost,6/25/2017,7/2/2017,0
Zane Levy,GTX Plus Basic,Rantouch,Won,6/25/2017,7/3/2017,1137
Boris Faz,GTX Plus Pro,Yearin,Won,6/26/2017,7/4/2017,5201
Cassey Cress,GTX Basic,Mathtouch,Lost,6/26/2017,9/27/2017,0
Cassey Cress,MG Advanced,Bluth Company,Lost,6/26/2017,7/3/2017,0
Cecily Lampkin,GTX Basic,Toughzap,Won,6/26/2017,7/6/2017,612
Corliss Cosme,GTX Plus Pro,Donquadtech,Won,6/26/2017,9/11/2017,4905
Daniell Hammack,MG Special,The New York Inquirer,Lost,6/26/2017,7/7/2017,0
Darcel Schlecht,GTXPro,Streethex,Lost,6/26/2017,7/3/2017,0
Darcel Schlecht,GTX Plus Basic,Streethex,Won,6/26/2017,8/31/2017,1028
Darcel Schlecht,GTX Plus Pro,Codehow,Won,6/26/2017,9/12/2017,4430
Donn Cantrell,GTX Plus Basic,Donquadtech,Lost,6/26/2017,9/18/2017,0
Donn Cantrell,GTX Plus Basic,Opentech,Lost,6/26/2017,7/9/2017,0
Donn Cantrell,GTXPro,Zathunicon,Lost,6/26/2017,7/3/2017,0
Donn Cantrell,GTX Basic,Bioplex,Won,6/26/2017,7/6/2017,541
Elease Gluck,GTXPro,Groovestreet,Lost,6/26/2017,7/5/2017,0
Gladys Colclough,GTXPro,Cancity,Won,6/26/2017,7/2/2017,5081
Gladys Colclough,MG Advanced,Rangreen,Won,6/26/2017,6/28/2017,3478
James Ascencio,GTXPro,J-Texon,Won,6/26/2017,9/15/2017,5541
Jonathan Berthelot,GTX Basic,Cancity,Won,6/26/2017,7/3/2017,504
Lajuana Vencill,GTX Basic,Bioholding,Lost,6/26/2017,8/10/2017,0
Lajuana Vencill,GTX Basic,Dontechi,Lost,6/26/2017,7/3/2017,0
Markita Hansen,MG Advanced,Golddex,Won,6/26/2017,8/24/2017,3838
Marty Freudenburg,GTX Plus Pro,Scottech,Won,6/26/2017,8/26/2017,5217
Marty Freudenburg,GTX Plus Pro,Streethex,Won,6/26/2017,7/5/2017,4181
Maureen Marcano,GTX Basic,Hatfan,Won,6/26/2017,7/6/2017,518
Moses Frase,GTX Basic,Streethex,Won,6/26/2017,9/17/2017,533
Rosalina Dieter,MG Advanced,Singletechno,Won,6/26/2017,8/3/2017,3855
Vicki Laflamme,GTX Basic,Plusstrip,Lost,6/26/2017,7/7/2017,0
Zane Levy,GTX Basic,Nam-zim,Won,6/26/2017,7/4/2017,617
Anna Snelling,GTX Plus Basic,Warephase,Won,6/27/2017,7/6/2017,991
Cassey Cress,GTXPro,Opentech,Lost,6/27/2017,8/24/2017,0
Cecily Lampkin,GTX Basic,Domzoom,Won,6/27/2017,8/1/2017,513
Corliss Cosme,GTX Plus Pro,Ganjaflex,Won,6/27/2017,7/7/2017,5121
Daniell Hammack,MG Advanced,Kan-code,Lost,6/27/2017,7/1/2017,0
Darcel Schlecht,GTX Basic,Condax,Lost,6/27/2017,7/6/2017,0
Darcel Schlecht,GTXPro,Zumgoity,Won,6/27/2017,7/6/2017,4635
Donn Cantrell,GTX Plus Pro,Zotware,Lost,6/27/2017,9/8/2017,0
Garret Kinder,GTX Basic,Iselectrics,Won,6/27/2017,9/20/2017,470
Gladys Colclough,MG Special,Isdom,Lost,6/27/2017,9/1/2017,0
Gladys Colclough,GTX Plus Pro,Treequote,Won,6/27/2017,9/17/2017,6193
James Ascencio,GTXPro,Faxquote,Won,6/27/2017,9/16/2017,4277
Kami Bicknell,MG Special,Blackzim,Won,6/27/2017,7/7/2017,59
Kary Hendrixson,GTXPro,Xx-holding,Lost,6/27/2017,9/8/2017,0
Markita Hansen,GTX Basic,Condax,Lost,6/27/2017,7/6/2017,0
Markita Hansen,GTXPro,Green-Plus,Lost,6/27/2017,7/5/2017,0
Marty Freudenburg,GTX Plus Basic,Globex Corporation,Won,6/27/2017,7/2/2017,1176
Moses Frase,GTX Plus Pro,Finhigh,Lost,6/27/2017,7/8/2017,0
Moses Frase,GTX Basic,Statholdings,Won,6/27/2017,7/5/2017,541
Niesha Huffines,GTX Plus Pro,Domzoom,Won,6/27/2017,7/1/2017,4766
Reed Clapper,MG Advanced,Iselectrics,Lost,6/27/2017,9/6/2017,0
Reed Clapper,GTXPro,Vehement Capital Partners,Won,6/27/2017,7/1/2017,4785
Versie Hillebrand,MG Advanced,Rangreen,Won,6/27/2017,9/12/2017,3046
Versie Hillebrand,MG Advanced,Ron-tech,Won,6/27/2017,7/4/2017,3548
Vicki Laflamme,MG Advanced,Rantouch,Lost,6/27/2017,7/6/2017,0
Vicki Laflamme,MG Advanced,Rantouch,Won,6/27/2017,7/7/2017,3615
Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,6/28/2017,9/11/2017,631
Cassey Cress,GTX Basic,Kan-code,Lost,6/28/2017,7/1/2017,0
Cecily Lampkin,GTX Basic,Hottechi,Lost,6/28/2017,8/11/2017,0
Cecily Lampkin,MG Special,Genco Pura Olive Oil Company,Lost,6/28/2017,7/7/2017,0
Daniell Hammack,GTXPro,Massive Dynamic,Lost,6/28/2017,8/14/2017,0
Darcel Schlecht,GTXPro,Condax,Lost,6/28/2017,7/7/2017,0
Darcel Schlecht,GTXPro,Stanredtax,Lost,6/28/2017,7/6/2017,0
Darcel Schlecht,GTXPro,Streethex,Won,6/28/2017,7/7/2017,4162
Darcel Schlecht,MG Special,Toughzap,Won,6/28/2017,9/29/2017,54
Donn Cantrell,GTXPro,Iselectrics,Won,6/28/2017,7/2/2017,5064
Elease Gluck,MG Advanced,Kan-code,Lost,6/28/2017,7/7/2017,0
Gladys Colclough,GTX Plus Basic,Konmatfix,Lost,6/28/2017,8/29/2017,0
Gladys Colclough,MG Special,Konmatfix,Lost,6/28/2017,7/9/2017,0
Gladys Colclough,MG Advanced,Conecom,Won,6/28/2017,7/7/2017,3865
Hayden Neloms,MG Advanced,Konex,Lost,6/28/2017,9/14/2017,0
James Ascencio,GTXPro,Plexzap,Lost,6/28/2017,7/4/2017,0
James Ascencio,GTX Basic,Xx-holding,Won,6/28/2017,8/10/2017,553
Jonathan Berthelot,GTX Plus Basic,Finhigh,Lost,6/28/2017,7/3/2017,0
Jonathan Berthelot,MG Advanced,Dontechi,Lost,6/28/2017,7/5/2017,0
Jonathan Berthelot,GTX Basic,Ron-tech,Won,6/28/2017,9/2/2017,501
Kary Hendrixson,GTX Basic,J-Texon,Won,6/28/2017,9/27/2017,539
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,6/28/2017,7/4/2017,1028
Kary Hendrixson,GTXPro,Nam-zim,Won,6/28/2017,9/13/2017,3951
Lajuana Vencill,GTX Basic,Finhigh,Won,6/28/2017,8/11/2017,560
Markita Hansen,GTX Plus Pro,Goodsilron,Lost,6/28/2017,7/5/2017,0
Moses Frase,GTX Plus Pro,Betatech,Lost,6/28/2017,8/24/2017,0
Moses Frase,GTX Basic,Isdom,Won,6/28/2017,9/30/2017,530
Versie Hillebrand,GTX Basic,Dontechi,Won,6/28/2017,7/2/2017,462
Vicki Laflamme,GTX Plus Basic,Blackzim,Won,6/28/2017,9/7/2017,1211
Vicki Laflamme,GTXPro,Scotfind,Won,6/28/2017,7/3/2017,4264
Vicki Laflamme,MG Advanced,Faxquote,Won,6/28/2017,9/9/2017,3104
Violet Mclelland,MG Special,Gekko & Co,Won,6/28/2017,9/30/2017,56
Anna Snelling,GTX Plus Basic,Betatech,Won,6/29/2017,7/10/2017,1047
Cassey Cress,MG Advanced,Iselectrics,Lost,6/29/2017,7/8/2017,0
Darcel Schlecht,GTXPro,Statholdings,Lost,6/29/2017,7/6/2017,0
Darcel Schlecht,GTXPro,Warephase,Won,6/29/2017,7/8/2017,5321
Darcel Schlecht,MG Special,Globex Corporation,Won,6/29/2017,7/6/2017,57
Garret Kinder,GTX Plus Basic,Kan-code,Won,6/29/2017,7/8/2017,950
Garret Kinder,MG Special,Mathtouch,Won,6/29/2017,9/7/2017,61
Garret Kinder,MG Special,Xx-zobam,Won,6/29/2017,7/8/2017,62
Gladys Colclough,GTX Plus Basic,Isdom,Won,6/29/2017,7/7/2017,1105
Jonathan Berthelot,GTX Plus Basic,Ron-tech,Won,6/29/2017,9/2/2017,835
Kami Bicknell,GTX Plus Basic,Rantouch,Won,6/29/2017,8/28/2017,1104
Kami Bicknell,MG Advanced,Kan-code,Won,6/29/2017,9/12/2017,3464
Kary Hendrixson,GTX Basic,Sonron,Lost,6/29/2017,7/6/2017,0
Lajuana Vencill,MG Special,Scottech,Lost,6/29/2017,8/31/2017,0
Lajuana Vencill,MG Advanced,Streethex,Lost,6/29/2017,7/6/2017,0
Markita Hansen,GTX Basic,Hottechi,Lost,6/29/2017,7/10/2017,0
Markita Hansen,MG Special,Condax,Lost,6/29/2017,7/6/2017,0
Markita Hansen,MG Special,Singletechno,Lost,6/29/2017,7/6/2017,0
Maureen Marcano,GTXPro,Dalttechnology,Lost,6/29/2017,7/10/2017,0
Moses Frase,MG Advanced,Rundofase,Won,6/29/2017,7/6/2017,3676
Niesha Huffines,GTXPro,Konmatfix,Lost,6/29/2017,7/8/2017,0
Niesha Huffines,GTX Basic,Treequote,Won,6/29/2017,8/9/2017,568
Reed Clapper,GTXPro,Plussunin,Won,6/29/2017,7/9/2017,4837
Rosalina Dieter,GTXPro,Sonron,Won,6/29/2017,8/19/2017,4936
Rosalina Dieter,MG Special,Groovestreet,Won,6/29/2017,9/3/2017,55
Versie Hillebrand,GTX Basic,Konmatfix,Won,6/29/2017,7/10/2017,466
Vicki Laflamme,MG Special,Finjob,Lost,6/29/2017,7/5/2017,0
Vicki Laflamme,GTXPro,Newex,Won,6/29/2017,7/4/2017,4856
Vicki Laflamme,MG Advanced,Plexzap,Won,6/29/2017,7/8/2017,3562
Violet Mclelland,GTXPro,Mathtouch,Won,6/29/2017,7/9/2017,5159
